bResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,top,jungle,middle,adc,support
0,Trundle,Elise,Taliyah,Lucian,Karma,Gnar,Gragas,Cassiopeia,Sivir,Thresh,Trundle_Gnar,Elise_Gragas,Taliyah_Cassiopeia,Lucian_Sivir,Karma_Thresh
0,Gnar,Elise,Azir,Lucian,Karma,Trundle,Gragas,Cassiopeia,Sivir,Bard,Gnar_Trundle,Elise_Gragas,Azir_Cassiopeia,Lucian_Sivir,Karma_Bard
0,Trundle,Elise,Cassiopeia,Ashe,Braum,Gnar,RekSai,Viktor,Ezreal,Bard,Trundle_Gnar,Elise_RekSai,Cassiopeia_Viktor,Ashe_Ezreal,Braum_Bard
0,Trundle,Gragas,Azir,Jhin,Nami,Irelia,RekSai,Leblanc,Lucian,Karma,Trundle_Irelia,Gragas_RekSai,Azir_Leblanc,Jhin_Lucian,Nami_Karma
1,Gnar,Nidalee,Vladimir,Sivir,Alistar,Irelia,RekSai,Azir,Lucian,Karma,Gnar_Irelia,Nidalee_RekSai,Vladimir_Azir,Sivir_Lucian,Alistar_Karma
1,Jax,RekSai,Viktor,Ashe,Braum,Trundle,Graves,Azir,Lucian,Karma,Jax_Trundle,RekSai_Graves,Viktor_Azir,Ashe_Lucian,Braum_Karma
0,Ryze,Nidalee,Karma,Sivir,Alistar,Maokai,Elise,Viktor,Lucian,Braum,Ryze_Maokai,Nidalee_Elise,Karma_Viktor,Sivir_Lucian,Alistar_Braum
0,Gnar,RekSai,Ryze,Lucian,Braum,Irelia,Gragas,Vladimir,Sivir,Karma,Gnar_Irelia,RekSai_Gragas,Ryze_Vladimir,Lucian_Sivir,Braum_Karma
1,Rumble,Olaf,Vladimir,Jhin,Braum,Shen,Hecarim,Ryze,Tristana,Taric,Rumble_Shen,Olaf_Hecarim,Vladimir_Ryze,Jhin_Tristana,Braum_Taric
1,Gnar,Gragas,Malzahar,Sivir,Soraka,Irelia,Elise,Viktor,Lucian,Braum,Gnar_Irelia,Gragas_Elise,Malzahar_Viktor,Sivir_Lucian,Soraka_Braum
0,Irelia,Gragas,Malzahar,Jhin,Braum,Gnar,Nidalee,Taliyah,Ashe,Karma,Irelia_Gnar,Gragas_Nidalee,Malzahar_Taliyah,Jhin_Ashe,Braum_Karma
0,Trundle,Gragas,Kassadin,Sivir,Braum,Gnar,Elise,Viktor,Jhin,Karma,Trundle_Gnar,Gragas_Elise,Kassadin_Viktor,Sivir_Jhin,Braum_Karma
0,Irelia,Gragas,Vladimir,Jhin,Braum,Shen,Elise,Cassiopeia,Sivir,Trundle,Irelia_Shen,Gragas_Elise,Vladimir_Cassiopeia,Jhin_Sivir,Braum_Trundle
1,Gnar,Olaf,Viktor,Sivir,Trundle,JarvanIV,Elise,Cassiopeia,Caitlyn,Karma,Gnar_JarvanIV,Olaf_Elise,Viktor_Cassiopeia,Sivir_Caitlyn,Trundle_Karma
1,Gnar,Nidalee,Taliyah,Sivir,Taric,Maokai,Graves,Malzahar,Lucian,Braum,Gnar_Maokai,Nidalee_Graves,Taliyah_Malzahar,Sivir_Lucian,Taric_Braum
0,Gnar,RekSai,Malzahar,Jhin,Karma,Rumble,Gragas,Taliyah,Ashe,Sona,Gnar_Rumble,RekSai_Gragas,Malzahar_Taliyah,Jhin_Ashe,Karma_Sona
1,Gnar,Gragas,Viktor,Sivir,Karma,TahmKench,RekSai,Taliyah,Lucian,Trundle,Gnar_TahmKench,Gragas_RekSai,Viktor_Taliyah,Sivir_Lucian,Karma_Trundle
1,Illaoi,Nidalee,Taliyah,Ashe,Alistar,Gnar,Elise,Viktor,Lucian,Karma,Illaoi_Gnar,Nidalee_Elise,Taliyah_Viktor,Ashe_Lucian,Alistar_Karma
0,Gnar,Gragas,Cassiopeia,Sivir,Karma,Irelia,RekSai,Viktor,Lucian,Braum,Gnar_Irelia,Gragas_RekSai,Cassiopeia_Viktor,Sivir_Lucian,Karma_Braum
0,Gnar,Elise,Vladimir,Ashe,Bard,Irelia,Gragas,Cassiopeia,Sivir,Karma,Gnar_Irelia,Elise_Gragas,Vladimir_Cassiopeia,Ashe_Sivir,Bard_Karma
0,Irelia,RekSai,Taliyah,Lucian,Sona,Gnar,Gragas,Cassiopeia,Ashe,Karma,Irelia_Gnar,RekSai_Gragas,Taliyah_Cassiopeia,Lucian_Ashe,Sona_Karma
1,Irelia,Gragas,Viktor,Sivir,Karma,Trundle,RekSai,Cassiopeia,Lucian,Sona,Irelia_Trundle,Gragas_RekSai,Viktor_Cassiopeia,Sivir_Lucian,Karma_Sona
1,Gnar,Gragas,Malzahar,Sivir,Bard,Irelia,RekSai,Azir,Ezreal,Braum,Gnar_Irelia,Gragas_RekSai,Malzahar_Azir,Sivir_Ezreal,Bard_Braum
1,Rumble,Rengar,Malzahar,Sivir,Braum,Trundle,Gragas,Taliyah,Lucian,Karma,Rumble_Trundle,Rengar_Gragas,Malzahar_Taliyah,Sivir_Lucian,Braum_Karma
0,Gnar,Gragas,Cassiopeia,Sivir,Karma,Gangplank,RekSai,Malzahar,Twitch,Braum,Gnar_Gangplank,Gragas_RekSai,Cassiopeia_Malzahar,Sivir_Twitch,Karma_Braum
0,Gnar,RekSai,Viktor,Lucian,Braum,Irelia,Hecarim,Vladimir,Ashe,Karma,Gnar_Irelia,RekSai_Hecarim,Viktor_Vladimir,Lucian_Ashe,Braum_Karma
1,Trundle,Hecarim,Vladimir,Ashe,Sona,Gnar,Graves,Viktor,Jhin,Karma,Trundle_Gnar,Hecarim_Graves,Vladimir_Viktor,Ashe_Jhin,Sona_Karma
1,Trundle,Gragas,Cassiopeia,Sivir,Bard,Gnar,RekSai,Azir,Lucian,Karma,Trundle_Gnar,Gragas_RekSai,Cassiopeia_Azir,Sivir_Lucian,Bard_Karma
0,Rumble,Olaf,Malzahar,Tristana,Braum,Irelia,RekSai,Zilean,Jhin,Thresh,Rumble_Irelia,Olaf_RekSai,Malzahar_Zilean,Tristana_Jhin,Braum_Thresh
0,Gnar,RekSai,Vladimir,Tristana,Sona,Irelia,Gragas,Malzahar,Jhin,Alistar,Gnar_Irelia,RekSai_Gragas,Vladimir_Malzahar,Tristana_Jhin,Sona_Alistar
1,Gnar,Gragas,Zilean,Ashe,Bard,Lulu,Elise,Malzahar,Ezreal,TahmKench,Gnar_Lulu,Gragas_Elise,Zilean_Malzahar,Ashe_Ezreal,Bard_TahmKench
0,Gnar,Elise,Cassiopeia,Caitlyn,Soraka,Rumble,Gragas,Vladimir,Jhin,Sona,Gnar_Rumble,Elise_Gragas,Cassiopeia_Vladimir,Caitlyn_Jhin,Soraka_Sona
1,Rumble,Gragas,Vladimir,Ashe,Soraka,Gangplank,Elise,Kassadin,Jhin,TahmKench,Rumble_Gangplank,Gragas_Elise,Vladimir_Kassadin,Ashe_Jhin,Soraka_TahmKench
1,Shen,Nidalee,Malzahar,Caitlyn,Braum,Fiora,Hecarim,Anivia,Ashe,Karma,Shen_Fiora,Nidalee_Hecarim,Malzahar_Anivia,Caitlyn_Ashe,Braum_Karma
0,Maokai,Gragas,Vladimir,KogMaw,Trundle,Irelia,Nidalee,Karma,Caitlyn,Braum,Maokai_Irelia,Gragas_Nidalee,Vladimir_Karma,KogMaw_Caitlyn,Trundle_Braum
0,Irelia,RekSai,Viktor,Sivir,Soraka,Trundle,Gragas,Cassiopeia,Ashe,Karma,Irelia_Trundle,RekSai_Gragas,Viktor_Cassiopeia,Sivir_Ashe,Soraka_Karma
1,Gnar,Gragas,Malzahar,Ashe,Thresh,Irelia,RekSai,Viktor,Sivir,Soraka,Gnar_Irelia,Gragas_RekSai,Malzahar_Viktor,Ashe_Sivir,Thresh_Soraka
0,Gangplank,RekSai,Malzahar,Jhin,Soraka,Shen,Hecarim,Zilean,Ashe,Bard,Gangplank_Shen,RekSai_Hecarim,Malzahar_Zilean,Jhin_Ashe,Soraka_Bard
1,Gnar,Hecarim,Zilean,Sivir,Karma,TahmKench,Gragas,Malzahar,Ashe,Sona,Gnar_TahmKench,Hecarim_Gragas,Zilean_Malzahar,Sivir_Ashe,Karma_Sona
0,Trundle,Olaf,Cassiopeia,Sivir,Bard,Lissandra,Gragas,Karma,KogMaw,Morgana,Trundle_Lissandra,Olaf_Gragas,Cassiopeia_Karma,Sivir_KogMaw,Bard_Morgana
0,Lissandra,RekSai,Swain,Caitlyn,Braum,Trundle,Hecarim,Karma,Ashe,Taric,Lissandra_Trundle,RekSai_Hecarim,Swain_Karma,Caitlyn_Ashe,Braum_Taric
1,Trundle,Hecarim,Viktor,Sivir,Bard,Lissandra,RekSai,Karma,KogMaw,Morgana,Trundle_Lissandra,Hecarim_RekSai,Viktor_Karma,Sivir_KogMaw,Bard_Morgana
1,Shen,Gragas,Malzahar,Ashe,Bard,Trundle,RekSai,Xerath,Jhin,Karma,Shen_Trundle,Gragas_RekSai,Malzahar_Xerath,Ashe_Jhin,Bard_Karma
1,Gnar,Olaf,Vladimir,Sivir,Taric,Gangplank,RekSai,Cassiopeia,Lucian,Karma,Gnar_Gangplank,Olaf_RekSai,Vladimir_Cassiopeia,Sivir_Lucian,Taric_Karma
1,Gnar,RekSai,Malzahar,Ezreal,Soraka,Maokai,Hecarim,Xerath,Ashe,Karma,Gnar_Maokai,RekSai_Hecarim,Malzahar_Xerath,Ezreal_Ashe,Soraka_Karma
1,Shen,RekSai,Cassiopeia,Ezreal,Bard,Gangplank,Gragas,Viktor,Jhin,Karma,Shen_Gangplank,RekSai_Gragas,Cassiopeia_Viktor,Ezreal_Jhin,Bard_Karma
0,Fiora,RekSai,Viktor,Lucian,Karma,Gnar,Gragas,Velkoz,Jhin,Thresh,Fiora_Gnar,RekSai_Gragas,Viktor_Velkoz,Lucian_Jhin,Karma_Thresh
1,Shen,Nidalee,Vladimir,Ashe,Taric,Jax,RekSai,Cassiopeia,Ezreal,Braum,Shen_Jax,Nidalee_RekSai,Vladimir_Cassiopeia,Ashe_Ezreal,Taric_Braum
1,Gnar,Olaf,Leblanc,Sivir,Taric,Teemo,RekSai,Taliyah,Ashe,Karma,Gnar_Teemo,Olaf_RekSai,Leblanc_Taliyah,Sivir_Ashe,Taric_Karma
1,Gnar,RekSai,Cassiopeia,Caitlyn,Bard,Jax,Olaf,Karma,Ashe,Taric,Gnar_Jax,RekSai_Olaf,Cassiopeia_Karma,Caitlyn_Ashe,Bard_Taric
0,Ekko,Sejuani,Cassiopeia,Sivir,Sona,Gnar,RekSai,Velkoz,Ashe,Alistar,Ekko_Gnar,Sejuani_RekSai,Cassiopeia_Velkoz,Sivir_Ashe,Sona_Alistar
1,Gnar,Gragas,Leblanc,Ashe,Braum,Irelia,Hecarim,Lissandra,Jhin,Karma,Gnar_Irelia,Gragas_Hecarim,Leblanc_Lissandra,Ashe_Jhin,Braum_Karma
1,Shen,Hecarim,Cassiopeia,Sivir,Taric,Gnar,Nidalee,Vladimir,Ashe,Braum,Shen_Gnar,Hecarim_Nidalee,Cassiopeia_Vladimir,Sivir_Ashe,Taric_Braum
1,Gnar,Gragas,Cassiopeia,Ezreal,Braum,Shen,Nidalee,Viktor,Ashe,Taric,Gnar_Shen,Gragas_Nidalee,Cassiopeia_Viktor,Ezreal_Ashe,Braum_Taric
1,Gnar,Gragas,Cassiopeia,Ezreal,Alistar,Rumble,RekSai,Vladimir,Ashe,Sona,Gnar_Rumble,Gragas_RekSai,Cassiopeia_Vladimir,Ezreal_Ashe,Alistar_Sona
1,Trundle,Mordekaiser,Karma,Kalista,Taric,Lissandra,Hecarim,Viktor,Sivir,Sona,Trundle_Lissandra,Mordekaiser_Hecarim,Karma_Viktor,Kalista_Sivir,Taric_Sona
1,Illaoi,Gragas,Karma,Ashe,TahmKench,Maokai,RekSai,TwistedFate,Sivir,Taric,Illaoi_Maokai,Gragas_RekSai,Karma_TwistedFate,Ashe_Sivir,TahmKench_Taric
0,Gnar,Olaf,Zilean,Vayne,Karma,Illaoi,RekSai,Vladimir,Sivir,Taric,Gnar_Illaoi,Olaf_RekSai,Zilean_Vladimir,Vayne_Sivir,Karma_Taric
1,Shen,Gragas,Viktor,Ashe,Bard,Ekko,RekSai,Cassiopeia,Ezreal,Braum,Shen_Ekko,Gragas_RekSai,Viktor_Cassiopeia,Ashe_Ezreal,Bard_Braum
1,Gnar,Gragas,Cassiopeia,Ezreal,Braum,Shen,Nidalee,Viktor,Ashe,Bard,Gnar_Shen,Gragas_Nidalee,Cassiopeia_Viktor,Ezreal_Ashe,Braum_Bard
0,Gangplank,RekSai,Vladimir,Jhin,Morgana,JarvanIV,Gragas,TwistedFate,Ezreal,Taric,Gangplank_JarvanIV,RekSai_Gragas,Vladimir_TwistedFate,Jhin_Ezreal,Morgana_Taric
1,Ekko,Gragas,Kassadin,Sivir,Braum,Irelia,RekSai,Viktor,Ashe,Karma,Ekko_Irelia,Gragas_RekSai,Kassadin_Viktor,Sivir_Ashe,Braum_Karma
0,Irelia,RekSai,Vladimir,Ashe,Soraka,Ekko,Gragas,Karma,Sivir,Braum,Irelia_Ekko,RekSai_Gragas,Vladimir_Karma,Ashe_Sivir,Soraka_Braum
1,Gangplank,Kindred,TwistedFate,Lucian,Braum,Poppy,Elise,Azir,Kalista,Alistar,Gangplank_Poppy,Kindred_Elise,TwistedFate_Azir,Lucian_Kalista,Braum_Alistar
1,Maokai,Nidalee,Azir,Kalista,Janna,Nautilus,Kindred,Zed,Lucian,Braum,Maokai_Nautilus,Nidalee_Kindred,Azir_Zed,Kalista_Lucian,Janna_Braum
0,Gangplank,Kindred,Orianna,Jhin,Braum,Maokai,Elise,Zed,Corki,Janna,Gangplank_Maokai,Kindred_Elise,Orianna_Zed,Jhin_Corki,Braum_Janna
1,Gragas,Graves,Velkoz,Kalista,Braum,Poppy,Kindred,Azir,Corki,Morgana,Gragas_Poppy,Graves_Kindred,Velkoz_Azir,Kalista_Corki,Braum_Morgana
1,Ekko,Gragas,Azir,Kalista,Janna,Maokai,RekSai,Orianna,Lucian,Trundle,Ekko_Maokai,Gragas_RekSai,Azir_Orianna,Kalista_Lucian,Janna_Trundle
0,Gnar,Graves,Lissandra,Sivir,Alistar,Maokai,LeeSin,Azir,Kalista,Janna,Gnar_Maokai,Graves_LeeSin,Lissandra_Azir,Sivir_Kalista,Alistar_Janna
1,Nautilus,Gragas,Zed,Lucian,Karma,Ekko,Elise,Varus,Jhin,Janna,Nautilus_Ekko,Gragas_Elise,Zed_Varus,Lucian_Jhin,Karma_Janna
0,Ekko,Nidalee,Ryze,Kalista,Janna,Poppy,Kindred,Leblanc,Caitlyn,Karma,Ekko_Poppy,Nidalee_Kindred,Ryze_Leblanc,Kalista_Caitlyn,Janna_Karma
0,Poppy,Kindred,Corki,Kalista,Karma,Ekko,Elise,Ryze,Lucian,Soraka,Poppy_Ekko,Kindred_Elise,Corki_Ryze,Kalista_Lucian,Karma_Soraka
1,Ekko,Elise,Anivia,Caitlyn,Soraka,Poppy,Kindred,Ryze,Sivir,Karma,Ekko_Poppy,Elise_Kindred,Anivia_Ryze,Caitlyn_Sivir,Soraka_Karma
1,Ekko,RekSai,Karma,Lucian,Bard,Maokai,Kindred,Ryze,Tristana,Braum,Ekko_Maokai,RekSai_Kindred,Karma_Ryze,Lucian_Tristana,Bard_Braum
1,Poppy,Kindred,Ryze,Lucian,Morgana,Nautilus,RekSai,Karma,Caitlyn,Bard,Poppy_Nautilus,Kindred_RekSai,Ryze_Karma,Lucian_Caitlyn,Morgana_Bard
0,Lucian,Gragas,Corki,Jhin,Karma,Maokai,Graves,Lulu,Kalista,Braum,Lucian_Maokai,Gragas_Graves,Corki_Lulu,Jhin_Kalista,Karma_Braum
1,Poppy,Nidalee,Zed,Kalista,Alistar,Gangplank,Gragas,Urgot,Corki,Karma,Poppy_Gangplank,Nidalee_Gragas,Zed_Urgot,Kalista_Corki,Alistar_Karma
0,Graves,RekSai,Lissandra,Jhin,Karma,Maokai,LeeSin,Corki,Kalista,Janna,Graves_Maokai,RekSai_LeeSin,Lissandra_Corki,Jhin_Kalista,Karma_Janna
1,Gragas,Elise,Azir,Kalista,Janna,Ekko,Graves,Leblanc,Caitlyn,Bard,Gragas_Ekko,Elise_Graves,Azir_Leblanc,Kalista_Caitlyn,Janna_Bard
0,Maokai,Gragas,Ryze,Ezreal,Braum,Poppy,Graves,Cassiopeia,Kalista,Janna,Maokai_Poppy,Gragas_Graves,Ryze_Cassiopeia,Ezreal_Kalista,Braum_Janna
1,Gragas,Elise,Ryze,Lucian,Janna,Maokai,Graves,Lissandra,Kalista,Bard,Gragas_Maokai,Elise_Graves,Ryze_Lissandra,Lucian_Kalista,Janna_Bard
1,Poppy,Kindred,Ekko,Caitlyn,Morgana,Gragas,Nidalee,Corki,Kalista,Braum,Poppy_Gragas,Kindred_Nidalee,Ekko_Corki,Caitlyn_Kalista,Morgana_Braum
1,Poppy,Graves,Lulu,Kalista,Alistar,Ekko,RekSai,Corki,Caitlyn,Morgana,Poppy_Ekko,Graves_RekSai,Lulu_Corki,Kalista_Caitlyn,Alistar_Morgana
1,Poppy,Nidalee,Ekko,Caitlyn,Bard,Gragas,Graves,Leblanc,Kalista,Alistar,Poppy_Gragas,Nidalee_Graves,Ekko_Leblanc,Caitlyn_Kalista,Bard_Alistar
1,Gragas,Nidalee,Lulu,Caitlyn,Alistar,Trundle,Elise,TwistedFate,Ezreal,Bard,Gragas_Trundle,Nidalee_Elise,Lulu_TwistedFate,Caitlyn_Ezreal,Alistar_Bard
1,Ekko,Elise,Lulu,Tristana,Alistar,Gragas,Kindred,Corki,Caitlyn,Braum,Ekko_Gragas,Elise_Kindred,Lulu_Corki,Tristana_Caitlyn,Alistar_Braum
0,Gnar,RekSai,Syndra,Ashe,TahmKench,Kennen,Gragas,Lissandra,Sivir,Braum,Gnar_Kennen,RekSai_Gragas,Syndra_Lissandra,Ashe_Sivir,TahmKench_Braum
1,Gnar,RekSai,Syndra,Ashe,Thresh,Gangplank,Gragas,Lissandra,Jhin,Braum,Gnar_Gangplank,RekSai_Gragas,Syndra_Lissandra,Ashe_Jhin,Thresh_Braum
1,Gnar,Gragas,Cassiopeia,Jhin,TahmKench,Kennen,RekSai,Jayce,Ashe,Thresh,Gnar_Kennen,Gragas_RekSai,Cassiopeia_Jayce,Jhin_Ashe,TahmKench_Thresh
0,Lissandra,LeeSin,Pantheon,Jhin,Karma,Gnar,Gragas,Leblanc,Ashe,Thresh,Lissandra_Gnar,LeeSin_Gragas,Pantheon_Leblanc,Jhin_Ashe,Karma_Thresh
1,Gnar,Gragas,Syndra,Jhin,Karma,Irelia,RekSai,Leblanc,Ashe,TahmKench,Gnar_Irelia,Gragas_RekSai,Syndra_Leblanc,Jhin_Ashe,Karma_TahmKench
1,Gnar,RekSai,Viktor,Ashe,Bard,Irelia,Gragas,Cassiopeia,Jhin,Braum,Gnar_Irelia,RekSai_Gragas,Viktor_Cassiopeia,Ashe_Jhin,Bard_Braum
0,Gnar,Gragas,Viktor,Ezreal,Bard,Irelia,RekSai,Cassiopeia,Ashe,Braum,Gnar_Irelia,Gragas_RekSai,Viktor_Cassiopeia,Ezreal_Ashe,Bard_Braum
1,Gnar,Olaf,AurelionSol,Sivir,Bard,Irelia,Gragas,Cassiopeia,Ashe,Braum,Gnar_Irelia,Olaf_Gragas,AurelionSol_Cassiopeia,Sivir_Ashe,Bard_Braum
1,Rumble,Elise,Taliyah,Jhin,Trundle,Gangplank,RekSai,Leblanc,Sivir,Braum,Rumble_Gangplank,Elise_RekSai,Taliyah_Leblanc,Jhin_Sivir,Trundle_Braum
1,Gangplank,Gragas,Syndra,Sivir,Braum,Riven,RekSai,Leblanc,Jhin,Trundle,Gangplank_Riven,Gragas_RekSai,Syndra_Leblanc,Sivir_Jhin,Braum_Trundle
0,Kennen,RekSai,Viktor,Ashe,Taric,Gnar,Gragas,Zilean,Sivir,Trundle,Kennen_Gnar,RekSai_Gragas,Viktor_Zilean,Ashe_Sivir,Taric_Trundle
0,Ekko,RekSai,Lissandra,Jhin,TahmKench,Gangplank,Elise,Taliyah,Ashe,Taric,Ekko_Gangplank,RekSai_Elise,Lissandra_Taliyah,Jhin_Ashe,TahmKench_Taric
0,Lissandra,RekSai,Taliyah,Jhin,Trundle,Ekko,Gragas,Syndra,Ashe,TahmKench,Lissandra_Ekko,RekSai_Gragas,Taliyah_Syndra,Jhin_Ashe,Trundle_TahmKench
1,Gangplank,RekSai,Cassiopeia,Jhin,Trundle,Gnar,Gragas,Taliyah,Sivir,Soraka,Gangplank_Gnar,RekSai_Gragas,Cassiopeia_Taliyah,Jhin_Sivir,Trundle_Soraka
0,Ekko,Gragas,Syndra,Caitlyn,Karma,Gnar,RekSai,Lissandra,Sivir,Braum,Ekko_Gnar,Gragas_RekSai,Syndra_Lissandra,Caitlyn_Sivir,Karma_Braum
1,Gangplank,RekSai,Lissandra,Sivir,Braum,Ekko,Gragas,Kassadin,Jhin,Karma,Gangplank_Ekko,RekSai_Gragas,Lissandra_Kassadin,Sivir_Jhin,Braum_Karma
0,Gnar,Elise,Karma,Ashe,Trundle,Shen,RekSai,Syndra,Jhin,Braum,Gnar_Shen,Elise_RekSai,Karma_Syndra,Ashe_Jhin,Trundle_Braum
0,Shen,RekSai,Malzahar,Kalista,Alistar,Ekko,Gragas,Vladimir,Sivir,Trundle,Shen_Ekko,RekSai_Gragas,Malzahar_Vladimir,Kalista_Sivir,Alistar_Trundle
0,Shen,RekSai,Kassadin,Jhin,Braum,Ekko,Gragas,Vladimir,Ezreal,Karma,Shen_Ekko,RekSai_Gragas,Kassadin_Vladimir,Jhin_Ezreal,Braum_Karma
1,Shen,RekSai,Velkoz,Jhin,Braum,Gnar,Elise,Cassiopeia,Sivir,Trundle,Shen_Gnar,RekSai_Elise,Velkoz_Cassiopeia,Jhin_Sivir,Braum_Trundle
1,Ekko,Gragas,Vladimir,Ezreal,Taric,Shen,RekSai,Malzahar,Sivir,Braum,Ekko_Shen,Gragas_RekSai,Vladimir_Malzahar,Ezreal_Sivir,Taric_Braum
0,Ekko,Gragas,Vladimir,Jhin,TahmKench,Shen,RekSai,Cassiopeia,Ashe,Trundle,Ekko_Shen,Gragas_RekSai,Vladimir_Cassiopeia,Jhin_Ashe,TahmKench_Trundle
0,Gnar,Gragas,Velkoz,Ashe,Trundle,Ekko,RekSai,Cassiopeia,Jhin,Braum,Gnar_Ekko,Gragas_RekSai,Velkoz_Cassiopeia,Ashe_Jhin,Trundle_Braum
1,Ekko,RekSai,Cassiopeia,Jhin,Bard,Gnar,Zac,Velkoz,Ashe,Trundle,Ekko_Gnar,RekSai_Zac,Cassiopeia_Velkoz,Jhin_Ashe,Bard_Trundle
0,Gnar,RekSai,Taliyah,Jhin,Braum,Shen,Gragas,Vladimir,Lucian,Trundle,Gnar_Shen,RekSai_Gragas,Taliyah_Vladimir,Jhin_Lucian,Braum_Trundle
0,Ekko,Gragas,Vladimir,Jhin,Alistar,Kassadin,RekSai,Malzahar,Sivir,Braum,Ekko_Kassadin,Gragas_RekSai,Vladimir_Malzahar,Jhin_Sivir,Alistar_Braum
0,Ekko,RekSai,Kassadin,Sivir,Bard,Irelia,Gragas,Vladimir,Lucian,Braum,Ekko_Irelia,RekSai_Gragas,Kassadin_Vladimir,Sivir_Lucian,Bard_Braum
1,Gnar,Gragas,Cassiopeia,Jhin,Morgana,Ekko,RekSai,Syndra,Jinx,Braum,Gnar_Ekko,Gragas_RekSai,Cassiopeia_Syndra,Jhin_Jinx,Morgana_Braum
1,Gnar,RekSai,Taliyah,Ashe,Braum,Kennen,Gragas,Ekko,Jhin,Trundle,Gnar_Kennen,RekSai_Gragas,Taliyah_Ekko,Ashe_Jhin,Braum_Trundle
0,Ekko,Gragas,Varus,Jhin,Morgana,Yasuo,RekSai,Cassiopeia,Ashe,Braum,Ekko_Yasuo,Gragas_RekSai,Varus_Cassiopeia,Jhin_Ashe,Morgana_Braum
1,Ekko,RekSai,Taliyah,Ashe,TahmKench,Kassadin,Nidalee,Jhin,Varus,Braum,Ekko_Kassadin,RekSai_Nidalee,Taliyah_Jhin,Ashe_Varus,TahmKench_Braum
0,Ekko,RekSai,Vladimir,Ezreal,Bard,Gnar,Zac,Cassiopeia,Jhin,Braum,Ekko_Gnar,RekSai_Zac,Vladimir_Cassiopeia,Ezreal_Jhin,Bard_Braum
1,Gnar,Gragas,Syndra,Lucian,Karma,Ekko,Nidalee,Varus,Jhin,TahmKench,Gnar_Ekko,Gragas_Nidalee,Syndra_Varus,Lucian_Jhin,Karma_TahmKench
1,Yasuo,RekSai,Vladimir,Ashe,Braum,Shen,Gragas,Malzahar,Ezreal,Trundle,Yasuo_Shen,RekSai_Gragas,Vladimir_Malzahar,Ashe_Ezreal,Braum_Trundle
1,Ekko,RekSai,Cassiopeia,Lucian,Braum,Yasuo,Gragas,Taliyah,Jhin,Taric,Ekko_Yasuo,RekSai_Gragas,Cassiopeia_Taliyah,Lucian_Jhin,Braum_Taric
0,Maokai,RekSai,Syndra,Kalista,Zyra,Shen,Khazix,Fizz,Ashe,MissFortune,Maokai_Shen,RekSai_Khazix,Syndra_Fizz,Kalista_Ashe,Zyra_MissFortune
1,Nautilus,LeeSin,Syndra,Varus,Taric,Trundle,RekSai,Katarina,Ashe,Malzahar,Nautilus_Trundle,LeeSin_RekSai,Syndra_Katarina,Varus_Ashe,Taric_Malzahar
0,Nautilus,RekSai,Leblanc,Jhin,TahmKench,Maokai,Rengar,Lissandra,Varus,Nami,Nautilus_Maokai,RekSai_Rengar,Leblanc_Lissandra,Jhin_Varus,TahmKench_Nami
1,Maokai,Khazix,Orianna,Varus,Karma,Singed,RekSai,Anivia,Ashe,Thresh,Maokai_Singed,Khazix_RekSai,Orianna_Anivia,Varus_Ashe,Karma_Thresh
0,Nautilus,LeeSin,Corki,Varus,Malzahar,Maokai,Khazix,Cassiopeia,Ashe,Lulu,Nautilus_Maokai,LeeSin_Khazix,Corki_Cassiopeia,Varus_Ashe,Malzahar_Lulu
1,Nautilus,Khazix,Orianna,Twitch,Karma,Jayce,LeeSin,AurelionSol,Ashe,Zyra,Nautilus_Jayce,Khazix_LeeSin,Orianna_AurelionSol,Twitch_Ashe,Karma_Zyra
0,Jayce,Olaf,Orianna,Ashe,Malzahar,Maokai,LeeSin,Corki,Varus,Karma,Jayce_Maokai,Olaf_LeeSin,Orianna_Corki,Ashe_Varus,Malzahar_Karma
1,Nautilus,Graves,Corki,Ashe,Zyra,Maokai,Elise,Malzahar,Varus,Karma,Nautilus_Maokai,Graves_Elise,Corki_Malzahar,Ashe_Varus,Zyra_Karma
1,Maokai,Graves,TwistedFate,Varus,Malzahar,Fiora,Khazix,Corki,Ashe,MissFortune,Maokai_Fiora,Graves_Khazix,TwistedFate_Corki,Varus_Ashe,Malzahar_MissFortune
1,Fiora,RekSai,Ryze,Varus,Morgana,Maokai,Khazix,Anivia,Ezreal,Malzahar,Fiora_Maokai,RekSai_Khazix,Ryze_Anivia,Varus_Ezreal,Morgana_Malzahar
0,Jayce,RekSai,TwistedFate,Ashe,Malzahar,Maokai,Khazix,Fizz,Varus,Morgana,Jayce_Maokai,RekSai_Khazix,TwistedFate_Fizz,Ashe_Varus,Malzahar_Morgana
1,Maokai,Rengar,Cassiopeia,Ezreal,Karma,Sion,Khazix,Ryze,Ashe,Malzahar,Maokai_Sion,Rengar_Khazix,Cassiopeia_Ryze,Ezreal_Ashe,Karma_Malzahar
1,Maokai,Elise,Corki,Ashe,MissFortune,Poppy,LeeSin,Azir,Varus,Zyra,Maokai_Poppy,Elise_LeeSin,Corki_Azir,Ashe_Varus,MissFortune_Zyra
